File Name;Game Title;Rpi 1 Status;Rpi 2 Status;Rpi 3 Status;Parent;BIOS;Samples;Notes;Year;Manufacturer;Played
panicbom;Panic Bomber;Untested;Untested;Untested;;neogeo;;;1994;Eighting / Hudson;
panicstr;Panic Street (Japan);Untested;Untested;Untested;;skns;;;1999;Kaneko;
paperboy;Paperboy (rev 3);Untested;OK;OK;;;;;1984;Atari Games;
paradise;Paradise;Untested;Untested;Untested;;;;;;Yun Sung;
parodius;Parodius DA! (World);Untested;OK;Untested;;;;;1990;Konami;
pass;Pass;Untested;Untested;Untested;;;;;1992;Oksan;
pastelgl;Pastel Gal (Japan 851224);Untested;Untested;Untested;;;;;1985;Nichibutsu;
patimono;Mahjong Pachinko Monogatari (Japan);Untested;Untested;Untested;;;;;1992;Nichibutsu;
pbaction;Pinball Action (set 1);Untested;Untested;Untested;;;;;1985;Tehkan;
pballoon;Pioneer Balloon;Untested;Untested;Untested;;;vanguard;;1982;SNK;
pbancho;Gyakuten!! Puzzle Bancho (Japan);Untested;Untested;Untested;;;;;1996;Fuuki;
pbillian;Prebillian;Untested;Untested;Untested;;;;;1986;Taito;
pbillrd;Perfect Billiard;Untested;Untested;Untested;;;;;1987;Nihon System;
pbobbl2n;Puzzle Bobble 2 / Bust-A-Move Again (Neo-Geo);Untested;Untested;Untested;;neogeo;;;1999;Taito (SNK license);
pbobble;Puzzle Bobble (Japan, B-System);Untested;OK;Untested;;;;;1994;Taito Corporation;
pbobblen;Puzzle Bobble / Bust-A-Move (Neo-Geo) (set 1);Untested;OK;Untested;;neogeo;;;1994;Taito;
pc_1942;PlayChoice-10: 1942;Untested;Untested;Untested;;;;;1987;Capcom;
pc_bball;PlayChoice-10: Baseball;Untested;Untested;Untested;;;;;1984;Nintendo of America;
pc_bfght;PlayChoice-10: Balloon Fight;Untested;Untested;Untested;;;;;1984;Nintendo;
pc_bstar;PlayChoice-10: Baseball Stars;Untested;Untested;Untested;;;;;1989;SNK (Nintendo of America license);
pc_cntra;PlayChoice-10: Contra;Untested;Untested;Untested;;;;;1988;Konami (Nintendo of America license);
pc_cshwk;PlayChoice-10: Captain Sky Hawk;Untested;Untested;Untested;;;;;1989;Rare (Nintendo of America license);
pc_cvnia;PlayChoice-10: Castlevania;Untested;Untested;Untested;;;;;1987;Konami (Nintendo of America license);
pc_dbldr;PlayChoice-10: Double Dribble;Untested;Untested;Untested;;;;;1987;Konami (Nintendo of America license);
pc_ddrgn;PlayChoice-10: Double Dragon;Untested;Untested;Untested;;;;;1988;Technos;
pc_drmro;PlayChoice-10: Dr. Mario;Untested;Untested;Untested;;;;;1990;Nintendo;
pc_duckh;PlayChoice-10: Duck Hunt;Untested;Untested;Untested;;;;;1984;Nintendo;
pc_ebike;PlayChoice-10: Excite Bike;Untested;Untested;Untested;;;;;1984;Nintendo;
pc_ftqst;PlayChoice-10: Uncle Fester's Quest - The Addams Family;Untested;Untested;Untested;;;;;1989;Sunsoft (Nintendo of America license);
pc_gntlt;PlayChoice-10: Gauntlet;Untested;Untested;Untested;;;;;1985;Atari/Tengen (Nintendo of America license);
pc_golf;PlayChoice-10: Golf;Untested;Untested;Untested;;;;;1984;Nintendo;
pc_goons;PlayChoice-10: The Goonies;Untested;Untested;Untested;;;;;1986;Konami;
pc_grdus;PlayChoice-10: Gradius;Untested;Untested;Untested;;;;;1986;Konami;
pc_hgaly;PlayChoice-10: Hogan's Alley;Untested;Untested;Untested;;;;;1984;Nintendo;
pc_kngfu;PlayChoice-10: Kung Fu;Untested;Untested;Untested;;;;;1984;Irem (Nintendo license);
pc_mario;PlayChoice-10: Mario Bros.;Untested;Untested;Untested;;;;;1983;Nintendo;
pc_miket;PlayChoice-10: Mike Tyson's Punchout;Untested;Untested;Untested;;;;;1987;Nintendo;
pc_mman3;PlayChoice-10: Mega Man 3;Untested;Untested;Untested;;;;;1990;Capcom USA (Nintendo of America license);
pc_moglf;PlayChoice-10: Mario's Open Golf;Untested;Untested;Untested;;;;;1991;Nintendo;
pc_mtoid;PlayChoice-10: Metroid;Untested;Untested;Untested;;;;;1986;Nintendo;
pc_ngai2;PlayChoice-10: Ninja Gaiden 2;Untested;Untested;Untested;;;;;1990;Tecmo (Nintendo of America license);
pc_ngai3;PlayChoice-10: Ninja Gaiden 3;Untested;Untested;Untested;;;;;1991;Tecmo (Nintendo of America license);
pc_ngaid;PlayChoice-10: Ninja Gaiden;Untested;Untested;Untested;;;;;1989;Tecmo (Nintendo of America license);
pc_pwbld;PlayChoice-10: Power Blade;Untested;Untested;Untested;;;;;1991;Taito (Nintendo of America license);
pc_pwrst;PlayChoice-10: Pro Wrestling;Untested;Untested;Untested;;;;;1986;Nintendo;
pc_radr2;PlayChoice-10: Rad Racer II;Untested;Untested;Untested;;;;;1990;Square (Nintendo of America license);
pc_radrc;PlayChoice-10: Rad Racer;Untested;Untested;Untested;;;;;1987;Square;
pc_rcpam;PlayChoice-10: RC Pro Am;Untested;Untested;Untested;;;;;1987;Rare;
pc_rkats;PlayChoice-10: Rockin' Kats;Untested;Untested;Untested;;;;;1991;Atlus (Nintendo of America license);
pc_rnatk;PlayChoice-10: Rush N' Attack;Untested;Untested;Untested;;;;;1987;Konami (Nintendo of America license);
pc_rrngr;PlayChoice-10: Chip'n Dale - Rescue Rangers;Untested;Untested;Untested;;;;;1987;Capcom USA (Nintendo of America license);
pc_rygar;PlayChoice-10: Rygar;Untested;Untested;Untested;;;;;1987;Tecmo (Nintendo of America license);
pc_sjetm;PlayChoice-10: Solar Jetman;Untested;Untested;Untested;;;;;1990;Rare;
pc_smb;PlayChoice-10: Super Mario Bros.;Untested;Untested;Untested;;;;;1985;Nintendo;
pc_smb2;PlayChoice-10: Super Mario Bros. 2;Untested;Untested;Untested;;;;;1988;Nintendo;
pc_smb3;PlayChoice-10: Super Mario Bros. 3;Untested;Untested;Untested;;;;;1988;Nintendo;
pc_suprc;PlayChoice-10: Super C;Untested;Untested;Untested;;;;;1990;Konami (Nintendo of America license);
pc_tbowl;PlayChoice-10: Tecmo Bowl;Untested;Untested;Untested;;;;;1989;Tecmo (Nintendo of America license);
pc_tenis;PlayChoice-10: Tennis;Untested;Untested;Untested;;;;;1983;Nintendo;
pc_tkfld;PlayChoice-10: Track & Field;Untested;Untested;Untested;;;;;1987;Konami (Nintendo of America license);
pc_tmnt;PlayChoice-10: Teenage Mutant Ninja Turtles;Untested;Untested;Untested;;;;;1989;Konami (Nintendo of America license);
pc_tmnt2;PlayChoice-10: Teenage Mutant Ninja Turtles II;Untested;Untested;Untested;;;;;1990;Konami (Nintendo of America license);
pc_trjan;PlayChoice-10: Trojan;Untested;Untested;Untested;;;;;1986;Capcom USA (Nintendo of America license);
pc_vball;PlayChoice-10: Volley Ball;Untested;Untested;Untested;;;;;1986;Nintendo;
pc_wcup;PlayChoice-10: Nintendo World Cup;Untested;Untested;Untested;;;;;1990;Technos (Nintendo license);
pc_wgnmn;PlayChoice-10: Wild Gunman;Untested;Untested;Untested;;;;;1984;Nintendo;
pc_ynoid;PlayChoice-10: Yo! Noid;Untested;Untested;Untested;;;;;1990;Capcom USA (Nintendo of America license);
pcktgal;Pocket Gal (Japan);Untested;Untested;Untested;;;;;1987;Data East Corporation;
peekaboo;Peek-a-Boo!;Untested;Untested;Untested;;;;;1993;Jaleco;
peggle;Peggle (Joystick, v1.0);Untested;Untested;Untested;;;;;1991;Strata/Incredible Technologies;
penbros;Penguin Brothers (Japan);Untested;Untested;Untested;;;;;2000;Subsino;
pengo;Pengo (set 1 rev c);Untested;Untested;OK;;;;;1982;Sega;
pepper2;Pepper II;Untested;Untested;Untested;;;;;1982;Exidy;
percuss;The Percussor;Untested;Untested;Untested;;;;;1981;Orca;
perestro;Perestroika Girls;Untested;Untested;Untested;;;;;1993;Promat / Fuuki;
perfrman;Performan (Japan);Untested;Untested;Untested;;;;;1985;[Toaplan] Data East Corporation;
peterpak;Peter Pack-Rat;Untested;Untested;Untested;;;;;1984;Atari Games;
pettanp;Pettan Pyuu (Japan);Untested;Untested;Untested;;;;;1984;Sun Electronics;
pgm;PGM (Polygame Master) System BIOS;Untested;Untested;Untested;;;;;1997;IGS;
pgoal;Pleasure Goal / Futsal - 5 on 5 Mini Soccer;Untested;Untested;Untested;;neogeo;;;1996;Saurus;
phantom2;Phantom II;Untested;Untested;Untested;;;;;1979;Midway;
phelios;Phelios (Japan);Untested;OK;Untested;;;;;1988;Namco;
phoenix;Phoenix (Amstar);Untested;Untested;Untested;;;;;1980;Amstar;yes
phozon;Phozon (Japan);Untested;Untested;Untested;;;;;1983;Namco;
pickin;Pickin';Untested;Untested;Untested;;;;;1983;Valadon Automation;
pignewt;Pig Newton (version C);Untested;Untested;Untested;;;;;1983;Sega;
pigout;Pigout;Untested;Untested;Untested;;;;;1990;Leland Corp.;
pigskin;Pigskin 621AD;Untested;Untested;Untested;;;;;1990;Midway;
pinbo;Pinbo;Untested;Untested;Untested;;;;;1984;Jaleco;
pingpong;Ping Pong;Untested;Untested;Untested;;;;;1985;Konami;
pipedrm;Pipe Dream (US);Untested;OK;Untested;;;;;1990;Video System Co.;
pipibibs;Pipi & Bibis / Whoopee!!;Untested;Untested;Untested;;;;;1991;Toaplan;
pirates;Pirates;Untested;Untested;Untested;;;;;1994;NIX;
pisces;Pisces;Untested;Untested;Untested;;;;;;Subelectro;
pistoldm;Pistol Daimyo no Bouken (Japan);Untested;Untested;OK;;;;;1990;Namco;
pitfall2;Pitfall II;Untested;Untested;Untested;;;;;1985;Sega;
pitfight;Pit Fighter (rev 4);Untested;Untested;Untested;;;;;1990;Atari Games;
pitnrun;Pit & Run;Untested;Untested;Untested;;;;;1984;Taito Corporation;
pkladies;Poker Ladies;Untested;Untested;Untested;;;;;1989;Mitchell;
pkunwar;Penguin-Kun Wars (US);Untested;Untested;Untested;;;;;;UPL;
platoon;Vs. Platoon;Untested;Untested;Untested;;;;;1987;Ocean Software Limited;
playball;PlayBall! (prototype);Untested;Untested;Untested;;;;;1983;Williams;
playch10;PlayChoice-10;Untested;Untested;Untested;;;;;1986;Nintendo of America;
pleiads;Pleiads (Tehkan);Untested;Untested;Untested;;;;;1981;Tehkan;
plgirls;Play Girls;Untested;Untested;Untested;;;;;1992;Hot-B.;
plgirls2;Play Girls 2;Untested;Untested;Untested;;;;;1993;Hot-B.;
plotting;Plotting (World);Untested;Untested;Untested;;;;;1989;Taito Corporation Japan;
plumppop;Plump Pop (Japan);Untested;Untested;Untested;;;;;1987;Taito Corporation;
plusalph;Plus Alpha;Untested;Untested;Untested;;;;;1989;Jaleco;
pnickj;Pnickies (Japan 940608);Untested;OK;Untested;;;;;1994;Compile (Capcom license);
poitto;Poitto!;Untested;Untested;Untested;;;;;1993;Metro / Able Corp.;
polaris;Polaris (set 1);Untested;Untested;Untested;;;;;1980;Taito;
polepos;Pole Position;Untested;OK;OK;;;;;1982;Namco;
polepos2;Pole Position II;Untested;Untested;Untested;;;polepos;;1983;Namco;
policetr;Police Trainer (Rev 1.3);Untested;Untested;Untested;;;;;1996;P&P Marketing;
pollux;Pollux (set 1);Untested;Untested;Untested;;;;;1991;Dooyong;
polyplay;Poly-Play;Untested;Untested;Untested;;;;;1985;VEB Polytechnik Karl-Marx-Stadt;
ponchin;Mahjong Pon Chin Kan (Japan set 1);Untested;Untested;Untested;;;;;1991;Visco;
ponpoko;Ponpoko;Untested;Untested;Untested;;;;;1982;Sigma Enterprises Inc.;
poolshrk;Poolshark;Untested;Untested;Untested;;;;;1977;Atari;
pooyan;Pooyan;Untested;OK;Untested;;;;;1982;Konami;
popbounc;Pop 'n Bounce / Gapporin;Untested;Untested;Untested;;neogeo;;;1997;Video System Co.;
popeye;Popeye (revision D);Untested;Untested;Untested;;;;;1982;Nintendo;
popflame;Pop Flamer (protected);Untested;Untested;Untested;;;;;1982;Jaleco;
popnpop;Pop 'N Pop (World);Untested;Untested;Untested;;;;;1997;Taito Corporation;
popper;Popper;Untested;Untested;Untested;;;;;1983;Omori Electric Co., Ltd.;
porky;Porky;Untested;Untested;Untested;;;;;1985;Shinkai Inc. (Magic Eletronics Inc. licence);
potopoto;Poto Poto (Japan);Untested;Untested;Untested;;;;;1994;Sega;
poundfor;Pound for Pound (World);Untested;Untested;Untested;;;;;1990;Irem;
pow;P.O.W. - Prisoners of War (US);Untested;Untested;Untested;;;;;1988;SNK;
powerdrv;Power Drive;Untested;Untested;Untested;;;;;1986;Bally Midway;
powerins;Power Instinct (USA bootleg) (set 1);Untested;Untested;Untested;;;;;1993;Atlus;
powrplay;Power Play;Untested;Untested;Untested;;;;;1985;Cinematronics;
prehisle;Prehistoric Isle in 1930 (World);Untested;Untested;Untested;;;;;1989;SNK;
preisle2;Prehistoric Isle 2;Untested;Untested;Untested;;neogeo;;;1999;Yumekobo;
primglex;Prime Goal EX (PG1/VER.A);Untested;Untested;Untested;;;;;1996;Namco;
prmrsocr;Premier Soccer (Europe ver. EAB);Untested;Untested;Untested;;;;;1993;Konami;
progress;Progress;Untested;Untested;Untested;;;;;1984;Chuo Co. Ltd;
propcycl;Prop Cycle (Rev PR2 Ver.A);Untested;Untested;Untested;;;;;1996;Namco;
psailor1;Bishoujo Janshi Pretty Sailor 18-kin (Japan);Untested;Untested;Untested;;;;;1994;SPHINX;
psailor2;Bishoujo Janshi Pretty Sailor 2 (Japan);Untested;Untested;Untested;;;;;1994;SPHINX;
pspikes;Power Spikes (World);Untested;Untested;Untested;;;;;1991;Video System Co.;
pspikes2;Power Spikes II;Untested;Untested;Untested;;neogeo;;;1994;Video System Co.;
pstadium;Mahjong Panic Stadium (Japan);Untested;Untested;Untested;;;;;1990;Nichibutsu;
psurge;Power Surge;Untested;Untested;Untested;;;;;1988;<unknown>;
psychic5;Psychic 5;Untested;Untested;Untested;;;;;1987;Jaleco;
psychos;Psycho Soldier (US);Untested;Untested;Untested;;;;;1987;SNK;
ptblank;Point Blank;Untested;Untested;Untested;;;;;1994;Namco;
puchicar;Puchi Carat (Japan);Untested;Untested;Untested;;;;;1997;Taito Corporation;
puckpkmn;Puckman Pockimon;Untested;Untested;Untested;;;;;2000;Genie;
pulirula;PuLiRuLa (World);Untested;Untested;Untested;;;;;1991;Taito Corporation Japan;
pulsar;Pulsar;Untested;Untested;OK;;;;;1981;Sega;
pulstar;Pulstar;Untested;Untested;Untested;;neogeo;;;1995;Aicom;
punisher;The Punisher (World 930422);Untested;OK;OK;;;;;1993;Capcom;
punkshot;Punk Shot (US 4 Players);Untested;OK;Untested;;;;;1990;Konami;
pururun;Pururun;Untested;Untested;Untested;;;;;1995;Metro / Banpresto;
pushman;Pushman;Untested;Untested;Untested;;;;;1990;Comad (American Sammy license);
puyopuy2;Puyo Puyo 2 (Japan);Untested;Untested;Untested;;;;;1994;Compile (Sega license);
puyopuyo;Puyo Puyo (Japan);Untested;Untested;Untested;;;;;1992;Sega / Compile;
puyosun;Puyo Puyo Sun;Untested;Untested;Untested;;;;;1996;Compile;
puzlclub;Puzzle Club (Japan prototype);Untested;Untested;OK;;;;;1990;Namco;
puzldama;Taisen Puzzle-dama (ver JAA);Untested;Untested;Untested;;;;;1994;Konami;
puzzledp;Puzzle De Pon!;Untested;Untested;Untested;;neogeo;;;1995;Taito (Visco license);
puzzli;Puzzli;Untested;Untested;Untested;;;;;1995;Metro / Banpresto;
puzzloop;Puzz Loop (Europe);Untested;Untested;Untested;;skns;;;1998;Mitchell;
puzznic;Puzznic (Japan);Untested;Untested;Untested;;;;;1989;Taito Corporation;
pwrgoal;Taito Power Goal (World);Untested;Untested;Untested;;;;;1994;Taito Corporation Japan;
pwrinst2;Power Instinct 2 (USA);Untested;Untested;Untested;;;;;1994;Atlus/Cave;
pzlbowl;Puzzle De Bowling (Japan);Untested;Untested;Untested;;;;;1999;Nihon System / Moss;
qad;Quiz & Dragons (US 920701);Untested;OK;Untested;;;;;1992;Capcom;
qbert;Q*bert (US);Untested;OK;OK;;;;;1982;Gottlieb;
qbertqub;Q*bert's Qubes;Untested;Untested;Untested;;;qbert;;1983;Mylstar;
qcrayon;Quiz Crayon Shinchan (Japan);Untested;Untested;Untested;;;;;1993;Taito Corporation;
qcrayon2;Crayon Shinchan Orato Asobo (Japan);Untested;Untested;Untested;;;;;1993;Taito Corporation;
qgakumon;Quiz Gakumon no Susume (Japan ver. JA2 Type L);Untested;Untested;Untested;;;;;1993;Konami;
qgh;Quiz Ghost Hunter;Untested;Untested;Untested;;;;;1994;Sega;
qix;Qix (set 1);Untested;OK;OK;;;;;1981;Taito America Corporation;
qjinsei;Quiz Jinsei Gekijoh (Japan);Untested;Untested;Untested;;;;;1992;Taito Corporation;
qmhayaku;Quiz-Mahjong Hayaku Yatteyo! (Japan);Untested;Untested;Untested;;;;;1991;Nichibutsu;
qndream;Quiz Nanairo Dreams: Nijiirochou no Kiseki (Japan 960826);Untested;Untested;Untested;;;;;1996;Capcom;
qrouka;Quiz Rouka Ni Tattenasai;Untested;Untested;Untested;;;;;1994;Sega;
qsangoku;Quiz Sangokushi (Japan);Untested;Untested;Untested;;;;;1991;Capcom;
qtheater;Quiz Theater - 3tsu no Monogatari (Japan);Untested;Untested;Untested;;;;;1994;Taito Corporation;
qtono1;Quiz Tonosama no Yabou (Japan);Untested;Untested;Untested;;;;;1991;Capcom;
qtono2;Quiz Tonosama no Yabou 2 Zenkoku-ban (Japan 950123);Untested;Untested;Untested;;;;;1995;Capcom;
qtorimon;Quiz Torimonochou (Japan);Untested;Untested;Untested;;;;;1990;Taito Corporation;
quantum;Quantum (rev 2);Untested;Untested;Untested;;;;;1982;Atari;
quarterb;Quarterback;Untested;Untested;Untested;;;;;1987;Leland Corp.;
quartet;Quartet;Untested;Untested;Untested;;;;;1986;Sega;
quester;Quester (Japan);Untested;Untested;OK;;;;breakout clone;1987;Namco;
quiz18k;Miyasu Nonki no Quiz 18-Kin;Untested;Untested;Untested;;;;;1992;EIM;
quizchq;Quiz Channel Question (Ver 1.00) (Japan);Untested;Untested;Untested;;;;;1993;Nakanihon;
quizdai2;Quiz Meitantei Neo & Geo - Quiz Daisousa Sen part 2;Untested;Untested;Untested;;neogeo;;;1992;SNK;
quizdais;Quiz Daisousa Sen - The Last Count Down;Untested;Untested;Untested;;neogeo;;;1991;SNK;
quizdna;Quiz DNA no Hanran (Japan);Untested;Untested;Untested;;;;;1992;Face;
quizf1;Quiz F-1 1,2finish;Untested;Untested;Untested;;;;;1992;Irem;
quizhq;Quiz H.Q. (Japan);Untested;Untested;Untested;;;;;1990;Taito Corporation;
quizhuhu;Moriguchi Hiroko no Quiz de Hyuu!Hyuu! (Japan);Untested;Untested;Untested;;;;;1995;Taito Corporation;
quizkof;Quiz King of Fighters;Untested;Untested;Untested;;neogeo;;;1995;Saurus;
quizmeku;Quiz Mekurumeku Story;Untested;Untested;Untested;;;;;1994;Sega;
quizmoon;Quiz Bisyoujo Senshi Sailor Moon - Chiryoku Tairyoku Toki no Un;Untested;Untested;Untested;;;;;1997;Banpresto;
quizpani;Quiz Panicuru Fantasy;Untested;Untested;Untested;;;;;1993;NMK;
quiztou;Nettou! Gekitou! Quiztou!! (Japan);Untested;Untested;Untested;;;;;1993;Namco;
quiztvqq;Quiz TV Gassyuukoku Q&Q (Japan);Untested;Untested;Untested;;;;;1992;Dynax;
qwak;Qwak (prototype);Untested;Untested;Untested;;;;;1982;Atari;
qzchikyu;Quiz Chikyu Bouei Gun (Japan);Untested;Untested;Untested;;;;;1991;Taito Corporation;
qzkklgy2;Quiz Kokology 2;Untested;Untested;Untested;;;;;1993;Tecmo;
qzkklogy;Quiz Kokology;Untested;Untested;Untested;;;;;1992;Tecmo;
qzquest;Quiz Quest - Hime to Yuusha no Monogatari (Japan);Untested;Untested;Untested;;;;;1991;Taito Corporation;
qzshowby;Quiz Sekai wa SHOW by shobai (Japan);Untested;Untested;Untested;;;;;1993;Taito Corporation;
r2dtank;R2D Tank;Untested;Untested;Untested;;;;;1980;Sigma Enterprises Inc.;
rabiolep;Rabio Lepus (Japan);Untested;OK;Untested;;;;;1987;V-System Co.;
racedriv;Race Drivin' (cockpit, rev 5);Untested;Untested;Untested;;;;;1990;Atari Games;
radarscp;Radar Scope;Untested;Untested;Untested;;;dkong;;1980;Nintendo;
radarzon;Radar Zone;Untested;Untested;Untested;;;;;1982;Century Electronics;
radrad;Radical Radial;Untested;Untested;Untested;;;;;1982;Nichibutsu USA;
raflesia;Rafflesia;Untested;Untested;Untested;;;;;1986;Coreland / Sega;
ragnagrd;Ragnagard / Shin-Oh-Ken;Untested;Untested;Untested;;neogeo;;;1996;Saurus;
raiders5;Raiders5;Untested;Untested;Untested;;;;;1985;UPL;
raimais;Raimais (Japan);Untested;Untested;Untested;;;;;1988;Taito Corporation;
rainbow;Rainbow Islands (new version);Untested;OK;Untested;;;;;1987;Taito Corporation;
rallybik;Rally Bike / Dash Yarou;Untested;Untested;Untested;;;;;1988;[Toaplan] Taito Corporation;
rallyx;Rally X;Untested;Untested;OK;;;;;1980;Namco;
rambo3;Rambo III (Europe set 1);Untested;OK;Untested;;;;;1989;Taito Europe Corporation;
rampart;Rampart (Trackball);Untested;Untested;OK;;;;;1990;Atari Games;
raphero;Rapid Hero (Japan?);Untested;Untested;Untested;;;;;1994;Media Trading Corp;
rastan;Rastan (World);Untested;Untested;Untested;;;;;1987;Taito Corporation Japan;
rbff1;Real Bout Fatal Fury / Real Bout Garou Densetsu;Untested;Untested;Untested;;neogeo;;;1995;SNK;
rbff2;Real Bout Fatal Fury 2 - The Newcomers / Real Bout Garou Densetsu 2 - the newcomers (set 1);Untested;Untested;Untested;;neogeo;;;1998;SNK;
rbffspec;Real Bout Fatal Fury Special / Real Bout Garou Densetsu Special;Untested;Untested;Untested;;neogeo;;;1996;SNK;
rbibb;Vs. Atari R.B.I. Baseball (set 1);Untested;Untested;Untested;;;;;1986;Namco;
reactor;Reactor;Untested;Untested;Untested;;;;;1982;Gottlieb;
realbrk;Billiard Academy Real Break (Japan);Untested;Untested;Untested;;;;;1998;Nakanihon;
recordbr;Recordbreaker (World);Untested;Untested;Untested;;;;;1988;Taito Corporation Japan;
redalert;Red Alert;Untested;Untested;Untested;;;;;1981;Irem + GDI;
redbaron;Red Baron;Untested;Untested;Untested;;;;;1980;Atari;
redclash;Red Clash;Untested;Untested;Untested;;;;;1981;Tehkan;
redlin2p;Redline Racer (2 players);Untested;Untested;Untested;;;;;1987;Cinematronics (Tradewest license);
redrobin;Red Robin;Untested;Untested;Untested;;;;;1986;Elettronolo;
regulus;Regulus (New Ver.);Untested;Untested;Untested;;;;;1983;Sega;
reikaids;Reikai Doushi (Japan);Untested;Untested;Untested;;;;;1988;Home Data;
relief;Relief Pitcher (set 1);Untested;Untested;Untested;;;;;1992;Atari Games;
renaiclb;Mahjong Ren-ai Club (Japan);Untested;Untested;Untested;;;;;1993;FUJIC;
renegade;Renegade (US);Untested;OK;Untested;;;;;1986;Technos (Taito America license);
rescraid;Rescue Raider;Untested;Untested;Untested;;;;;1987;Bally/Midway;
rescue;Rescue;Untested;Untested;Untested;;;;;1982;Stern;
retofinv;Return of the Invaders;Untested;Untested;Untested;;;;;1985;Taito Corporation;
revx;Revolution X (Rev. 1.0 6/16/94);Untested;Untested;Untested;;;;;1994;Midway;
rezon;Rezon;Untested;Untested;Untested;;;;;1991;Allumer;
ribbit;Ribbit!;Untested;Untested;Untested;;;;;1991;Sega;
ridingf;Riding Fight (World);Untested;Untested;Untested;;;;;1992;Taito Corporation Japan;
ridleofp;Riddle of Pythagoras (Japan);Untested;Untested;Untested;;;;;1986;Sega / Nasco;
rimrockn;Rim Rockin' Basketball (V2.2);Untested;Untested;Untested;;;;;1991;Strata/Incredible Technologies;
ringdest;Ring of Destruction: Slammasters II (Euro 940902);Untested;OK;Untested;;;;;1994;Capcom;
ringrage;Ring Rage (World);Untested;Untested;Untested;;;;;1992;Taito Corporation Japan;
riotcity;Riot City;Untested;OK;Untested;;;;;1991;Sega / Westone;
ripcord;Rip Cord;Untested;Untested;Untested;;;;;1979;Exidy;
ripoff;Rip Off;Untested;Untested;OK;;;;no sound;1979;Cinematronics;
rjammer;Roller Jammer;Untested;Untested;Untested;;;;;1984;Nichibutsu + Alice;
rmhaihai;Real Mahjong Haihai (Japan);Untested;Untested;Untested;;;;;1985;Alba;
rmhaijin;Real Mahjong Haihai Jinji Idou Hen (Japan);Untested;Untested;Untested;;;;;1986;Alba;
rmhaisei;Real Mahjong Haihai Seichouhen (Japan);Untested;Untested;Untested;;;;;1986;Visco;
roadblst;Road Blasters (upright, rev 4);Untested;Untested;OK;;;;;1987;Atari Games;
roadf;Road Fighter (set 1);Untested;Untested;Untested;;;;;1984;Konami;
roadriot;Road Riot 4WD;Untested;Untested;Untested;;;;;1991;Atari Games;
roadrunn;Road Runner (rev 2);Untested;Untested;Untested;;;;;1985;Atari Games;
robby;Robby Roto;Untested;Untested;Untested;;;;;1981;Bally Midway;
roboarmy;Robo Army;Untested;Untested;Untested;;neogeo;;;1991;SNK;
robocop;Robocop (World revision 4);Untested;OK;OK;;;;;1988;Data East Corporation;
robocop2;Robocop 2 (World);Untested;OK;Untested;;;;;1991;Data East Corporation;
robokid;Atomic Robo-kid;Untested;OK;Untested;;;;;1988;UPL;
robotbwl;Robot Bowl;Untested;Untested;Untested;;;;;1977;Exidy;
robotron;Robotron (Solid Blue label);Untested;Untested;OK;;;;Right analog stick can be used for directional fire;1982;Williams;
rockclim;Rock Climber;Untested;Untested;Untested;;;;;1981;Taito;
rockn;Rock'n Tread (Japan);Untested;Untested;Untested;;;;;1999;Jaleco;
rockrage;Rock 'n Rage (World?);Untested;Untested;Untested;;;;;1986;Konami;
rocnrope;Roc'n Rope;Untested;Untested;Untested;;;;;1983;Konami;
rodland;Rod-Land (World);Untested;OK;Untested;;;;;1990;Jaleco;
roishtar;The Return of Ishtar;Untested;Untested;Untested;;;;;1986;Namco;
rollerg;Rollergames (US);Untested;Untested;Untested;;;;;1991;Konami;
rollingc;Rolling Crash / Moon Base;Untested;Untested;Untested;;;;;1979;Nichibutsu;
rompers;Rompers (Japan);Untested;Untested;OK;;;;;1989;Namco;
rongrong;Rong Rong (Germany);Untested;Untested;Untested;;;;;1994;Nakanihon;
rotaryf;Rotary Fighter;Untested;Untested;Untested;;;invaders;;;<unknown>;
roundup;Round-Up;Untested;Untested;Untested;;;;;1981;Amenip/Centuri;
route16;Route 16;Untested;Untested;Untested;;;;;1981;Tehkan/Sun (Centuri license);
royalmah;Royal Mahjong (Japan);Untested;Untested;Untested;;;;;1982;Falcon;
rranger;Rough Ranger (v2.0);Untested;Untested;Untested;;;;;1988;SunA (Sharp Image license);
rshark;R-Shark;Untested;Untested;Untested;;;;;1995;Dooyong;
rthunder;Rolling Thunder (new version);Untested;OK;;;;;;1986;Namco;
rtype;R-Type (Japan);Untested;OK;OK;;;;;1987;Irem;
rtype2;R-Type II;Untested;OK;OK;;;;;1989;Irem;
rtypeleo;R-Type Leo (World rev. C);Untested;OK;OK;;;;;1992;Irem;
runaway;Runaway (prototype);Untested;Untested;Untested;;;;;1982;Atari;
rungun;Run and Gun (World ver. EAA);Untested;Untested;Untested;;;;;1993;Konami;
rygar;Rygar (US set 1);Untested;OK;Untested;;;;;1986;Tecmo;
ryorioh;Gourmet Battle Quiz Ryohrioh CooKing (Japan);Untested;Untested;Untested;;;;;1998;Visco;
ryouran;VS Mahjong Otome Ryouran;Untested;Untested;Untested;;skns;;;1998;Electro Design;
ryujin;Ryu Jin (Japan);Untested;Untested;Untested;;;;;1993;Taito Corporation;
s1945;Strikers 1945;Untested;OK;Untested;;;;;1995;Psikyo;
s1945ii;Strikers 1945 II;Untested;OK;Untested;;;;;1997;Psikyo;
